# De/para entre conta contábil e linha do Demonstrativo do Resultado.
#
# GERADO por ferramentas/gerar-dre-indice.py a partir da aba "indice" de
# deparacontabil1.xlsx. Não edite à mão: rode o script de novo.
#
# Formato: conta;chave;descrição da conta;rótulo original.
#
# A chave é a mesma de webapp/dre-historico.js, para a linha do balancete e
# a linha da tela serem a mesma coisa nos dois lugares.
#
# Só contas ANALÍTICAS. As sintéticas são somatórios das filhas.
3.2.3.05.031;tributos;ESTORNO INCENTIVO FISCAL ( CREDITO PRESUMIDO ICMS);(-)TRIBUTOS SOBRE VENDAS
3.2.3.05.034;outras_op;DESPESAS CBIO - RENOVABIO;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.035;outras_op;RECEITAS CBIO - RENOVABIO;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.036;outras_op;OUTRAS DESPESAS PROC. RJ;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.040;outras_op;CUSTO NA ALIENAÇÃO DE IMOVEIS;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.042;outras_op;IMPOSTO DE RENDA EXCLUSIVO NA FONTE;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.043;ociosidade;DESPESAS ENTRESAFRA - IND/AGR;CUSTO DE OCIOSIDADE
3.2.3.05.044;outras_op;DESÁGIO DE PARCELAMENTOS;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.048;outras_op;COTA AMERICANA;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.051;equivalencia;RESULTADO EQUIVALÊNCIA PATRIMONIAL;RESULTADO DE EQUIVALÊNCIA PATRIMONIAL
3.2.3.05.052;nao_recorrente;RECEITA S/GANHO DE PROCESSO JUDICIAL;DESPESAS/RECEITAS Ñ RECORRENTE
3.2.3.05.053;outras_op;CRÉDITO PIS;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.054;outras_op;CRÉDITO COFINS;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.055;outras_op;BONIFICAÇÕES RECEBIDAS;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.056;outras_op;MULTA CONTRATUAL RECEBIDA;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.05.057;nao_recorrente;DÉBITOS TRIBUTÁRIOS RECONHECIDOS;DESPESAS/RECEITAS Ñ RECORRENTE
3.2.3.05.058;nao_recorrente;CRÉDITO PRESUMIDO PIS/COFINS CANA DE AÇÚCAR;DESPESAS/RECEITAS Ñ RECORRENTE
3.2.3.06.002;outras_op;RECEITA DA ALIENAÇÃO DE IMOBILIZADO;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.06.004;outras_op;CUSTO NA ALIENAÇÃO DE IMOBILIZADO;OUTRAS (RECEITAS)/ DESPESAS OPERACIONAIS
3.2.3.06.005;nao_recorrente;RECEITA S.INDENIZACAO DE SOCARIA;DESPESAS/RECEITAS Ñ RECORRENTE
3.2.3.06.006;nao_recorrente;CUSTO NA BAIXA DO PLANTIO;DESPESAS/RECEITAS Ñ RECORRENTE
